,Airline,Source,Destination,Route,Additional_Info,Duration,Total_Stops,Journey_day,Journey_month,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Price
5356,5,2,1,104,4,730,1,3,3,6,40,18,50,15135
5357,4,2,1,113,4,810,2,27,6,5,30,19,0,13292
5358,7,4,3,48,4,90,0,6,6,13,15,14,45,2017
5360,8,4,3,45,4,1500,1,6,3,21,55,22,55,12395
5361,7,1,4,127,3,135,0,21,6,9,45,12,0,3543
5362,4,4,3,48,1,90,0,6,5,19,35,21,5,2228
5364,0,2,1,103,4,830,1,3,6,16,45,6,35,11410
5366,2,3,0,64,4,155,0,24,6,15,20,17,55,3514
5367,4,3,0,73,1,690,1,6,6,9,35,21,5,13469
5368,3,0,2,18,4,180,0,9,4,21,15,0,15,3943
5369,8,0,5,18,4,175,0,3,3,21,10,0,5,7608
5370,1,0,2,18,4,165,0,27,5,10,0,12,45,6961
5371,5,2,1,104,4,585,1,1,6,9,15,19,0,12042
5372,6,0,5,5,5,400,1,1,3,5,45,12,25,62427
5373,1,0,5,34,4,655,2,9,3,10,30,21,25,9586
5374,7,1,4,127,3,135,0,1,6,8,20,10,35,3543
5375,4,2,1,118,4,1630,2,9,6,9,25,12,35,13882
5376,4,3,0,77,4,435,1,24,5,10,20,17,35,8781
5377,0,3,0,85,4,500,2,12,6,15,10,23,30,5192
5378,3,2,1,111,4,940,1,27,3,6,40,22,20,6442
5379,4,2,1,104,4,825,1,6,5,22,50,12,35,15554
5380,4,3,0,66,1,1285,1,21,5,18,55,16,20,10844
5381,3,4,3,48,4,90,0,3,4,12,0,13,30,2754
5382,5,2,1,104,4,420,1,21,5,14,0,21,0,14067
5383,2,2,1,98,4,370,1,27,4,7,25,13,35,5140
5384,3,2,1,104,4,895,1,9,5,10,35,1,30,8330
5385,4,4,3,48,4,90,0,3,3,19,35,21,5,5678
5386,4,0,5,5,1,1170,1,12,3,22,55,18,25,11087
5387,2,0,5,18,4,175,0,1,3,20,55,23,50,18558
5388,3,4,3,48,4,90,0,1,3,2,30,4,0,16000
5389,7,0,2,18,3,175,0,6,5,21,10,0,5,3573
5390,5,2,1,104,4,760,1,15,5,12,50,1,30,7670
5392,8,0,2,18,4,155,0,15,5,17,0,19,35,4878
5393,4,2,1,113,1,1295,2,27,6,21,25,19,0,11507
5394,0,2,1,103,4,330,1,6,6,7,55,13,25,8759
5395,4,2,1,104,1,1530,1,12,6,17,30,19,0,10262
5396,1,2,1,112,4,1580,2,21,5,7,5,9,25,10975
5397,4,2,1,104,1,550,1,6,6,19,15,4,25,10262
5398,5,2,1,104,1,490,1,27,6,12,50,21,0,6007
5399,3,1,4,127,4,145,0,21,3,11,35,14,0,3858
5400,3,2,1,111,4,490,1,27,6,14,20,22,30,6412
5401,1,3,0,64,4,150,0,21,4,14,15,16,45,6245
5402,1,2,1,97,4,1410,2,9,6,19,45,19,15,9968
5403,5,2,1,104,1,640,1,9,3,2,15,12,55,18260
5404,3,0,5,18,4,175,0,3,3,18,25,21,20,8855
5405,4,3,0,66,1,590,1,24,5,8,25,18,15,10844
5406,7,1,4,127,4,135,0,27,5,8,20,10,35,3597
5407,4,3,0,73,4,1685,1,6,5,17,0,21,5,13067
5408,4,0,5,5,4,1070,1,12,3,16,55,10,45,13817
5409,1,0,5,5,4,990,1,12,3,6,45,23,15,11602
5410,4,3,0,66,4,1545,1,9,5,16,30,18,15,13941
5411,4,3,0,73,4,1365,1,15,5,20,25,19,10,14151
5412,3,0,2,18,4,170,0,15,5,4,0,6,50,3943
5413,4,3,0,66,1,705,1,12,5,6,30,18,15,10844
5414,7,4,3,48,4,90,0,18,6,5,45,7,15,2753
5415,4,2,1,104,4,1005,1,12,6,2,15,19,0,14714
5416,5,2,1,111,4,545,1,18,5,7,5,16,10,9646
5417,4,2,1,104,4,330,1,9,5,7,5,12,35,15554
5418,1,0,5,35,4,435,2,18,3,10,30,17,45,13261
5419,4,0,5,5,1,1045,1,18,3,11,40,5,5,11087
5420,4,2,1,113,1,810,2,15,6,5,30,19,0,11507
5421,5,2,1,104,4,390,1,9,5,19,0,1,30,9424
5422,2,0,2,18,4,170,0,12,4,11,40,14,30,4937
5423,7,0,2,18,3,175,0,6,6,21,10,0,5,3257
5424,3,0,2,18,4,170,0,6,5,8,30,11,20,4823
5425,3,1,4,127,4,140,0,12,5,22,5,0,25,5277
5426,7,3,0,64,4,150,0,9,4,17,10,19,40,3873
5427,4,3,0,66,1,730,1,24,5,16,30,4,40,10844
5428,5,2,1,104,4,510,1,27,5,17,0,1,30,7198
5429,1,2,1,106,4,170,0,15,5,5,10,8,0,6094
5430,3,0,2,18,4,165,0,3,5,6,5,8,50,3943
5431,3,0,2,18,4,180,0,15,5,21,15,0,15,3943
5432,4,3,0,66,4,960,1,1,4,20,0,12,0,12681
5433,8,0,2,18,4,155,0,15,4,17,0,19,35,5613
5434,7,3,0,64,4,145,0,24,5,9,0,11,25,3873
5435,4,2,1,104,1,1415,1,27,5,13,0,12,35,12898
5436,4,2,1,116,4,1375,2,9,5,5,30,4,25,15129
5437,7,1,4,127,4,135,0,9,5,8,20,10,35,3911
5438,3,2,1,106,4,195,0,12,6,21,5,0,20,6015
5439,4,0,5,5,4,365,1,1,3,16,55,23,0,54826
5440,3,2,1,104,4,305,1,27,3,20,30,1,35,5073
5441,3,1,4,127,4,140,0,21,3,5,15,7,35,4326
5443,4,4,3,48,4,90,0,3,6,10,20,11,50,8040
5444,4,0,2,18,4,165,0,3,4,6,0,8,45,7229
5445,3,0,2,18,4,170,0,15,6,13,0,15,50,3943
5446,1,0,5,22,4,685,3,6,3,12,0,23,25,14195
5447,4,2,1,113,4,1130,2,15,6,9,35,4,25,13292
5448,3,3,0,64,4,155,0,3,4,11,30,14,5,4174
5449,4,0,5,5,4,860,1,6,3,7,0,21,20,16736
5450,4,0,2,18,1,165,0,12,5,6,0,8,45,5198
5451,5,2,1,104,4,730,1,3,6,7,5,19,15,15058
5452,3,2,1,104,4,300,1,3,4,10,35,15,35,5073
5453,5,2,1,104,4,660,1,15,5,8,0,19,0,10197
5454,7,1,4,127,3,140,0,27,6,17,45,20,5,3543
5455,4,0,2,18,1,180,0,27,6,17,45,20,45,7229
5456,1,2,1,116,4,1180,2,1,6,12,0,7,40,10966
5457,4,3,0,66,1,570,1,24,3,13,55,23,25,11134
5458,0,3,0,64,4,150,0,6,4,22,50,1,20,3807
5459,1,0,2,18,4,170,0,6,5,13,20,16,10,5228
5460,3,1,4,127,4,140,0,12,6,14,45,17,5,3597
5461,0,0,2,18,4,165,0,18,5,11,10,13,55,4483
5462,4,2,1,104,1,1015,1,24,6,11,30,4,25,10262
5463,7,2,1,123,3,270,1,6,6,8,45,13,15,5158
5464,1,0,5,17,4,1520,1,21,3,22,0,23,20,6010
5465,4,2,1,122,4,1320,2,12,6,14,35,12,35,13376
5466,4,2,1,102,4,1365,2,21,3,5,40,4,25,11543
5467,5,2,1,104,1,560,1,6,3,9,55,19,15,15342
5468,7,0,5,18,4,175,0,15,3,9,35,12,30,6309
5469,8,0,2,18,4,165,0,24,5,19,30,22,15,5823
5471,7,3,0,64,4,155,0,1,6,6,55,9,30,3873
5472,4,2,1,104,1,1270,1,27,5,21,50,19,0,12898
5473,3,2,1,104,4,500,1,15,5,17,10,1,30,6979
5474,1,3,0,78,4,1410,2,12,5,16,45,16,15,13437
5475,4,2,1,104,1,1015,1,27,3,11,30,4,25,6017
5476,4,2,1,104,1,330,1,21,3,7,5,12,35,14053
5477,3,1,4,127,4,145,0,6,3,11,35,14,0,7295
5478,4,3,0,66,4,1495,1,12,6,18,55,19,50,13044
5479,4,0,2,18,1,175,0,3,5,11,10,14,5,4030
5480,1,0,5,25,4,1625,2,6,3,8,15,11,20,13942
5481,4,3,0,66,4,705,1,12,5,6,30,18,15,14781
5482,7,0,5,18,4,170,0,24,3,5,45,8,35,3579
5484,3,2,1,111,4,320,1,27,5,6,50,12,10,5530
5485,4,3,0,66,1,345,1,12,5,14,5,19,50,10844
5486,1,2,1,104,4,675,1,6,6,8,0,19,15,8372
5487,4,2,1,104,4,775,1,9,3,6,50,19,45,16289
5488,1,2,1,108,4,1275,2,6,5,22,0,19,15,11701
5489,6,2,1,104,4,570,1,21,3,6,0,15,30,11269
5490,5,2,1,104,4,750,1,18,5,13,0,1,30,9385
5491,4,3,0,73,4,395,1,24,5,17,0,23,35,14151
5492,4,0,2,18,1,180,0,9,4,8,20,11,20,4544
5493,4,0,5,5,1,850,1,12,3,20,35,10,45,11087
5494,3,3,0,64,4,155,0,3,6,4,40,7,15,5224
5495,3,3,0,64,4,155,0,27,6,9,35,12,10,4804
5496,1,4,3,54,4,880,1,12,3,5,55,20,35,6901
5497,5,2,1,111,1,465,1,21,3,14,35,22,20,5999
5498,8,0,2,18,4,170,0,9,4,21,0,23,50,5403
5499,4,2,1,116,4,810,2,12,6,5,30,19,0,13014
5500,4,4,3,48,1,85,0,6,5,7,5,8,30,4995
5501,4,3,0,66,4,1545,1,21,5,6,30,8,15,13941
5502,4,2,1,113,1,1295,2,3,6,21,25,19,0,11507
5503,5,2,1,104,4,660,1,15,6,8,0,19,0,12192
5504,5,2,1,104,4,450,1,27,5,18,0,1,30,7198
5505,3,2,1,106,4,195,0,21,6,14,25,17,40,5000
5506,7,3,0,64,3,155,0,3,4,6,55,9,30,3841
5507,4,2,1,104,4,350,1,21,3,13,0,18,50,12347
5508,8,1,4,127,4,140,0,15,6,17,45,20,5,11982
5510,4,0,5,5,4,700,1,6,3,20,35,8,15,16736
5511,3,3,0,64,4,155,0,15,4,17,15,19,50,4174
5512,7,3,0,64,3,145,0,27,6,9,0,11,25,3841
5513,4,2,1,104,4,1440,1,6,3,19,45,19,45,17024
5514,3,0,2,18,4,180,0,24,5,21,15,0,15,3943
5515,3,2,1,111,4,635,1,3,6,11,55,22,30,6442
5516,1,2,1,110,4,2170,2,9,3,7,5,19,15,11762
5517,7,3,0,64,4,145,0,24,4,9,0,11,25,4174
5518,3,3,0,64,4,155,0,18,6,4,40,7,15,4804
5519,5,2,1,104,4,690,1,6,6,14,0,1,30,13377
5520,4,0,2,18,4,175,0,1,4,11,10,14,5,7229
5521,3,0,5,18,4,170,0,15,3,22,20,1,10,8855
5522,5,2,1,104,4,535,1,27,6,10,20,19,15,7741
5523,4,0,5,5,4,315,1,1,3,8,0,13,15,22270
5524,5,2,1,104,4,735,1,3,6,8,45,21,0,7740
5525,1,3,0,78,4,1600,2,9,6,9,50,12,30,14960
5526,4,2,1,104,4,535,1,27,3,9,55,18,50,12032
5527,1,4,3,48,4,80,0,6,3,21,5,22,25,5462
5528,4,2,1,104,4,1385,1,21,3,19,45,18,50,12347
5529,1,1,4,127,4,135,0,27,3,11,40,13,55,3145
5530,4,0,5,5,1,520,1,21,3,11,40,20,20,7832
5531,3,3,0,64,4,150,0,21,6,15,15,17,45,4804
5532,3,2,1,121,4,305,1,9,3,2,5,7,10,10482
5533,4,2,1,104,1,1015,1,18,5,11,30,4,25,12373
5534,5,2,1,111,4,915,1,3,3,7,5,22,20,10478
5535,4,2,1,116,1,1125,2,18,5,9,40,4,25,13029
5536,1,2,1,121,4,1255,1,21,3,12,30,9,25,6482
5537,4,2,1,104,4,600,1,18,5,9,0,19,0,15554
5538,5,2,1,104,4,615,1,12,6,8,45,19,0,11789
5539,3,3,0,81,4,340,1,24,3,14,30,20,10,9413
5540,1,3,0,77,4,1700,1,9,6,16,45,21,5,7662
5541,5,2,1,104,4,390,1,21,5,19,0,1,30,7888
5542,0,3,0,73,4,955,1,15,5,7,35,23,30,5192
5543,5,2,1,104,1,640,1,24,6,10,20,21,0,6007
5544,4,2,1,104,1,1595,1,27,5,10,0,12,35,12898
5545,1,0,5,10,4,1545,2,18,3,8,50,10,35,11885
5546,8,3,0,73,4,355,1,24,3,17,0,22,55,14360
5547,1,3,0,78,4,1185,2,12,5,16,45,12,30,14330
5548,5,2,1,111,4,555,1,27,3,13,5,22,20,6076
5549,7,3,0,64,4,160,0,1,3,6,55,9,35,4622
5550,4,3,0,66,4,665,1,9,5,21,10,8,15,14388
5551,5,2,1,104,4,615,1,21,5,8,45,19,0,9794
5552,3,3,0,64,4,150,0,3,6,15,15,17,45,4804
5553,4,3,0,66,1,450,1,9,5,21,10,4,40,9663
5554,2,2,1,98,4,370,1,9,5,7,25,13,35,5842
5555,5,2,1,104,4,510,1,3,3,7,0,15,30,15603
5556,3,3,0,64,4,165,0,3,3,22,10,0,55,5618
5557,3,3,0,64,4,155,0,3,3,14,20,16,55,6565
5558,7,2,1,103,4,295,1,15,4,17,55,22,50,5221
5559,4,2,1,116,1,560,2,27,6,9,40,19,0,10368
5560,1,2,1,121,4,765,1,24,6,20,40,9,25,7480
5561,4,2,1,118,4,1490,2,12,6,11,45,12,35,13882
5562,3,2,1,111,4,560,1,24,6,6,50,16,10,6442
5563,3,0,2,18,4,175,0,24,6,7,10,10,5,4823
5564,7,3,0,64,4,150,0,21,5,17,10,19,40,3873
5565,4,3,0,73,4,1075,1,1,5,17,0,10,55,12121
5566,3,0,2,18,4,170,0,27,4,10,10,13,0,4423
5567,1,3,0,64,4,150,0,24,6,14,15,16,45,5510
5568,4,0,2,18,4,180,0,6,4,8,20,11,20,7229
5569,4,2,1,104,1,1010,1,9,6,19,45,12,35,10577
5570,4,4,3,48,4,90,0,27,3,10,20,11,50,8040
5571,4,2,1,104,4,360,1,3,6,13,0,19,0,14714
5572,4,0,2,18,1,165,0,9,6,6,0,8,45,7229
5573,5,2,1,112,4,855,2,21,3,7,5,21,20,6653
5574,3,2,1,111,4,665,1,24,6,5,5,16,10,6442
5575,3,3,0,64,4,160,0,12,5,21,25,0,5,4804
5576,1,2,1,112,4,1210,2,9,5,13,15,9,25,9417
5577,4,3,0,66,1,1495,1,24,5,18,55,19,50,10844
5578,4,0,2,18,4,180,0,12,5,17,45,20,45,7229
5579,4,2,1,104,1,590,1,6,3,9,0,18,50,15400
5580,3,2,1,104,4,750,1,15,6,8,30,21,0,6416
5581,1,0,2,18,4,170,0,3,4,13,20,16,10,5176
5582,3,2,1,104,4,575,1,21,3,16,0,1,35,9264
5583,5,2,1,104,4,720,1,6,6,9,0,21,0,13587
5584,7,1,4,127,4,135,0,1,5,8,20,10,35,3597
5585,0,0,2,18,4,170,0,27,4,4,55,7,45,4282
5586,4,4,3,48,1,85,0,27,6,7,5,8,30,4995
5587,3,3,0,64,4,155,0,1,6,20,20,22,55,4804
5588,4,3,0,66,1,590,1,6,5,6,30,16,20,10844
5589,4,2,1,104,4,885,1,1,6,21,50,12,35,14714
5590,4,3,0,66,4,730,1,6,6,21,10,9,20,14571
5591,4,0,5,5,1,1425,1,21,3,11,40,11,25,7832
5592,4,3,0,73,4,1295,1,1,4,20,25,18,0,11467
5593,4,3,0,73,4,1075,1,9,5,17,0,10,55,10953
5594,3,3,0,64,4,160,0,9,3,20,25,23,5,4148
5595,7,3,0,64,4,145,0,9,5,9,0,11,25,3873
5596,3,0,2,18,4,170,0,27,4,22,10,1,0,3943
5597,0,2,1,103,4,330,1,27,3,16,45,22,15,6151
5598,8,4,3,45,4,850,1,12,3,8,45,22,55,12080
5599,4,3,0,66,4,845,1,9,5,20,0,10,5,13584
5600,3,2,1,104,4,845,1,6,5,11,25,1,30,6979
5601,0,0,5,18,4,165,0,9,3,23,25,2,10,4482
5602,3,3,0,91,4,325,1,1,4,18,5,23,30,6284
5603,3,3,0,60,4,220,1,24,5,19,35,23,15,4226
5604,3,2,1,111,4,570,1,9,3,6,40,16,10,6442
5605,4,2,1,104,1,520,1,18,5,19,45,4,25,12373
5606,4,0,5,2,4,550,1,12,3,5,50,15,0,11297
5607,1,3,0,74,4,920,2,24,5,10,0,1,20,14083
5608,4,2,1,106,1,195,0,3,6,11,0,14,15,7202
5609,5,2,1,104,4,590,1,21,3,9,0,18,50,11667
5610,4,3,0,66,1,1400,1,24,5,18,55,18,15,10844
5611,1,0,5,28,4,1265,1,15,3,11,50,8,55,5932
5612,5,2,1,104,4,630,1,24,6,8,45,19,15,9001
5613,4,3,0,73,1,395,1,6,6,17,0,23,35,13469
5614,3,4,3,48,4,90,0,15,6,21,20,22,50,2227
5615,3,2,1,121,4,315,1,15,5,7,15,12,30,5636
5616,5,2,1,113,4,625,2,6,6,15,5,1,30,15965
5617,3,2,1,104,4,305,1,24,6,20,25,1,30,5054
5618,5,2,1,111,1,540,1,21,3,7,10,16,10,5999
5619,3,0,2,18,4,175,0,1,5,7,10,10,5,4823
5620,7,3,0,89,4,435,1,12,6,11,35,18,50,8479
5621,8,3,0,73,4,930,1,15,5,7,10,22,40,8452
5622,4,2,1,104,4,660,1,3,6,8,0,19,0,14924
5623,1,2,1,97,4,1410,2,3,6,19,45,19,15,10441
5624,5,2,1,104,4,900,1,21,5,6,0,21,0,7485
5625,4,0,2,18,1,180,0,6,6,8,20,11,20,6478
5626,4,2,1,97,4,1775,2,27,5,13,25,19,0,15129
5627,3,3,0,80,4,265,1,1,5,19,20,23,45,3809
5628,4,2,1,104,0,660,1,24,6,8,0,19,0,18581
5629,3,3,0,64,4,155,0,9,6,22,15,0,50,5224
5630,3,2,1,104,4,500,1,9,5,17,10,1,30,8330
5631,1,0,2,18,4,165,0,9,6,10,0,12,45,6961
5632,4,2,1,104,1,660,1,9,6,8,0,19,0,10262
5633,3,4,3,48,4,90,0,21,6,2,35,4,5,2754
5634,5,2,1,104,4,630,1,18,5,15,0,1,30,13727
5635,2,0,2,18,4,165,0,27,4,20,55,23,40,3898
5636,4,0,5,5,1,810,1,12,3,22,55,12,25,11087
5637,0,0,2,18,4,170,0,6,4,23,55,2,45,3383
5638,4,2,1,104,4,1520,1,21,3,17,30,18,50,12557
5639,4,2,1,114,1,1325,2,21,3,6,20,4,25,8273
5640,1,4,3,56,4,545,2,12,3,10,5,19,10,9736
5641,4,2,1,104,1,1530,1,24,6,17,30,19,0,10262
5642,4,2,1,113,4,810,2,9,4,5,30,19,0,11664
5643,3,0,2,18,4,170,0,1,5,23,30,2,20,4591
5644,4,0,5,5,1,305,1,18,3,14,5,19,10,13502
5645,1,2,1,104,4,375,1,27,6,13,0,19,15,8372
5646,1,0,2,18,4,165,0,21,4,6,10,8,55,6121
5647,8,0,5,18,4,155,0,21,3,16,0,18,35,5613
5648,3,2,1,111,4,320,1,6,4,6,50,12,10,5298
5649,4,2,1,104,4,1050,1,9,3,2,15,19,45,15764
5650,0,2,1,103,4,870,1,15,6,7,55,22,25,6253
5651,4,3,0,66,1,375,1,18,5,5,45,12,0,8586
5652,4,2,1,114,4,1325,2,27,3,6,20,4,25,12273
5653,3,4,3,48,4,90,0,15,5,21,20,22,50,2227
5654,4,0,2,18,1,180,0,12,6,19,50,22,50,5769
5655,8,2,1,106,4,190,0,18,4,14,40,17,50,6216
5656,3,2,1,103,4,345,1,3,6,2,0,7,45,6386
5657,5,2,1,104,4,555,1,1,6,10,0,19,15,16108
5658,7,3,0,64,4,140,0,24,5,22,20,0,40,3873
5659,3,2,1,104,4,895,1,9,4,10,35,1,30,6270
5660,1,0,2,18,4,170,0,12,4,21,5,23,55,5911
5661,5,2,1,104,4,605,1,6,3,9,10,19,15,15077
5662,4,0,5,5,4,890,1,1,3,20,35,11,25,31825
5663,7,3,0,89,4,435,1,6,5,11,35,18,50,8479
5664,8,3,0,73,4,1555,1,12,5,7,10,9,5,9397
5665,4,2,1,104,1,1655,1,3,6,9,0,12,35,10262
5666,3,2,1,106,4,195,0,3,4,5,35,8,50,4729
5667,4,2,1,104,4,1530,1,1,6,17,30,19,0,14714
5668,3,3,0,64,4,155,0,15,5,17,15,19,50,4804
5669,3,3,0,64,4,165,0,3,6,20,25,23,10,4804
5670,1,4,3,48,4,80,0,1,4,21,5,22,25,2050
5671,5,2,1,104,4,705,1,27,3,7,30,19,15,8371
5672,5,2,1,104,4,540,1,27,6,10,0,19,0,12192
5673,6,2,1,104,4,770,1,21,3,6,0,18,50,14629
5674,3,0,2,18,4,175,0,9,4,18,25,21,20,4823
5675,5,2,1,104,4,375,1,9,5,13,0,19,15,14323
5676,4,2,1,97,4,1390,2,9,5,13,25,12,35,15129
5677,3,2,1,104,4,860,1,18,5,6,40,21,0,6758
5678,5,2,1,104,4,615,1,21,5,9,0,19,15,14848
5679,1,0,5,10,4,1670,2,3,3,6,45,10,35,12358
5680,4,0,2,18,1,185,0,21,5,18,55,22,0,4030
5681,1,3,0,64,4,150,0,9,3,14,15,16,45,4960
5682,1,2,1,97,4,1595,2,27,3,16,40,19,15,8656
5683,3,2,1,104,4,710,1,6,3,9,10,21,0,14871
5684,2,2,1,98,4,440,1,27,3,6,0,13,20,4563
5685,3,4,3,48,4,85,0,6,3,21,20,22,45,4784
5686,3,0,2,18,4,170,0,1,6,20,0,22,50,4823
5687,8,1,4,127,4,135,0,3,5,7,5,9,20,3687
5688,4,0,2,18,4,175,0,27,4,15,15,18,10,7229
5689,4,0,2,18,4,180,0,15,4,7,10,10,10,7229
5690,1,2,1,103,4,1010,1,21,4,6,10,23,0,7174
5691,1,2,1,105,4,1490,2,21,3,6,50,7,40,11071
5692,3,2,1,104,4,965,1,15,5,4,55,21,0,6979
5693,3,1,4,127,4,140,0,15,5,7,55,10,15,3850
5694,4,3,0,66,4,800,1,12,6,20,0,9,20,13044
5695,4,2,1,104,1,450,1,18,5,20,55,4,25,12373
5696,1,2,1,126,4,1100,2,18,5,13,20,7,40,13801
5697,3,0,2,18,4,170,0,1,6,8,30,11,20,4823
5698,1,2,1,125,4,1535,1,9,6,5,15,6,50,6587
5699,3,4,3,48,4,95,0,3,6,20,5,21,40,2227
5700,4,3,0,73,4,1285,1,9,6,17,0,14,25,14151
5701,1,0,5,4,4,2315,2,1,3,8,50,23,25,25430
5702,7,0,2,18,3,175,0,27,6,21,10,0,5,4319
5703,1,2,1,104,4,1660,1,3,3,4,0,7,40,14462
5704,4,3,0,66,1,1655,1,21,5,6,30,10,5,8586
5705,1,3,0,77,4,675,1,9,6,9,50,21,5,7662
5706,4,4,3,48,1,85,0,3,5,7,5,8,30,4995
5707,5,2,1,104,4,720,1,9,6,9,0,21,0,7408
5708,4,4,3,48,4,90,0,15,3,19,35,21,5,5678
5709,4,4,3,48,4,90,0,9,6,19,35,21,5,5678
5710,4,0,5,5,4,950,1,1,3,8,55,0,45,26890
5711,1,4,3,39,4,2245,2,6,3,6,0,19,25,13904
5712,4,2,1,99,1,505,2,1,6,20,0,4,25,15318
5713,8,3,0,73,4,1580,1,15,5,20,20,22,40,8452
5714,3,2,1,104,4,625,1,9,6,10,35,21,0,6314
5715,1,3,0,73,4,625,1,1,5,10,0,20,25,10203
5716,7,1,4,127,4,135,0,15,6,8,20,10,35,3597
5717,5,2,1,104,4,535,1,12,6,10,20,19,15,8266
5718,4,2,1,104,1,885,1,18,5,21,50,12,35,12373
5719,4,0,5,5,4,435,1,1,3,14,5,21,20,36235
5720,3,2,1,104,4,755,1,3,3,8,25,21,0,14871
5721,4,0,2,18,4,180,0,12,4,17,45,20,45,7229
5722,3,3,0,64,4,155,0,24,4,22,15,0,50,4804
5723,3,0,5,18,4,175,0,3,3,20,0,22,55,7303
5724,5,2,1,104,4,570,1,1,6,11,30,21,0,13587
5725,5,2,1,111,4,455,1,18,5,14,55,22,30,7740
5726,3,1,4,127,4,145,0,1,3,14,40,17,5,7295
5727,5,2,1,104,4,440,1,3,3,18,15,1,35,18916
5728,5,2,1,104,4,385,1,21,5,12,50,19,15,8266
5729,4,2,1,104,1,1570,1,18,5,2,15,4,25,12373
5730,5,2,1,111,4,555,1,18,5,13,15,22,30,11188
5731,4,3,0,73,4,505,1,18,5,9,35,18,0,14151
5732,4,2,1,104,4,660,1,1,6,8,0,19,0,14714
5733,4,0,2,18,4,180,0,6,4,7,10,10,10,7229
5734,4,2,1,104,4,1165,1,27,3,9,0,4,25,12242
5735,4,0,5,5,1,325,1,15,3,7,0,12,25,9134
5736,3,0,2,18,4,170,0,1,5,22,10,1,0,3943
5737,1,0,2,18,4,165,0,1,6,10,0,12,45,6961
5738,4,4,3,51,4,500,2,12,3,8,15,16,35,23843
5739,7,1,4,127,4,135,0,24,5,9,45,12,0,3597
5740,5,2,1,104,4,480,1,27,6,13,0,21,0,7408
5741,7,0,2,18,3,160,0,27,5,5,55,8,35,3257
5742,7,4,3,48,3,90,0,6,5,5,45,7,15,1965
5743,5,2,1,104,4,755,1,27,3,6,40,19,15,9100
5744,1,4,3,48,4,75,0,18,6,19,30,20,45,3100
5745,4,0,5,5,4,625,1,1,3,8,0,18,25,26890
5746,4,0,2,18,4,180,0,24,6,17,45,20,45,8016
5747,1,3,0,73,4,1435,1,24,3,20,30,20,25,12173
5748,3,2,1,104,4,965,1,27,5,4,55,21,0,8784
5749,3,2,1,111,4,320,1,9,5,6,50,12,10,5298
5750,4,0,5,5,1,1475,1,9,3,8,55,9,30,11087
5751,7,2,1,103,4,295,1,9,6,17,55,22,50,5409
5752,2,2,1,98,4,370,1,1,5,7,25,13,35,5842
5753,4,4,3,48,1,90,0,18,3,15,50,17,20,2228
5754,7,1,4,127,3,140,0,6,5,17,45,20,5,3543
5755,3,3,0,93,4,315,1,21,5,21,0,2,15,7228
5756,3,2,1,111,4,425,1,15,4,5,5,12,10,6287
5757,5,2,1,104,4,750,1,27,6,13,0,1,30,13377
5758,3,3,0,64,4,165,0,3,3,17,15,20,0,6985
5759,1,2,1,104,4,375,1,3,6,13,0,19,15,8372
5760,1,3,0,65,4,1200,2,21,5,9,25,5,25,14687
5761,4,2,1,106,4,195,0,9,3,11,0,14,15,9564
5762,8,4,3,45,4,480,1,12,3,8,45,16,45,12080
5763,5,2,1,115,4,460,2,3,6,17,50,1,30,18275
5764,3,2,1,104,4,810,1,6,6,7,30,21,0,6093
5765,4,2,1,102,4,1365,2,9,3,5,40,4,25,14861
5766,3,3,0,64,4,155,0,18,5,11,30,14,5,4804
5767,4,3,0,73,1,1365,1,1,5,20,25,19,10,9314
5768,5,2,1,104,4,615,1,9,5,8,45,19,0,9794
5769,4,2,1,116,1,810,2,21,5,5,30,19,0,13029
5770,7,3,0,64,3,150,0,3,6,17,10,19,40,3841
5771,4,0,5,5,4,315,1,18,3,8,0,13,15,12284
5772,4,2,1,104,4,395,1,9,6,21,50,4,25,14714
5773,4,3,0,66,1,965,1,1,4,6,30,22,35,7064
5774,4,0,2,18,1,180,0,18,5,7,10,10,10,5198
5775,4,3,0,66,4,590,1,15,5,6,30,16,20,14781
5776,1,2,1,105,4,1380,2,24,6,20,15,19,15,13381
5777,1,2,1,106,4,170,0,1,6,5,10,8,0,6094
5778,3,2,1,111,4,320,1,1,6,6,50,12,10,5298
5779,5,2,1,104,4,660,1,27,6,10,0,21,0,7408
5780,4,3,0,66,4,890,1,12,5,21,10,12,0,14388
5781,1,2,1,97,4,1410,2,24,6,19,45,19,15,9443
5782,1,2,1,110,4,2170,2,3,3,7,5,19,15,11762
5783,1,2,1,121,4,1255,1,27,6,12,30,9,25,7480
5784,3,2,1,106,4,195,0,15,3,5,35,8,50,5406
5785,4,2,1,106,4,195,0,12,6,11,0,14,15,9564
5786,4,2,1,116,1,560,2,9,6,9,40,19,0,10368
5787,3,2,1,121,4,315,1,9,5,7,15,12,30,5636
5788,7,4,3,48,3,90,0,9,5,22,45,0,15,1965
5789,4,3,0,66,4,450,1,12,6,21,10,4,40,12739
5790,3,3,0,64,4,155,0,12,3,14,20,16,55,4148
5791,3,2,1,104,4,860,1,9,5,6,40,21,0,7191
5792,4,2,1,104,1,1280,1,6,6,7,5,4,25,10262
5793,8,3,0,73,4,630,1,24,3,9,55,20,25,12312
5794,4,2,1,104,1,1485,1,3,6,18,15,19,0,10262
5795,4,2,1,106,4,195,0,15,6,11,0,14,15,9564
